Learning Rate,Regularisation Param,Iterations,Seed,Max/Min Activation,Noise L2 Norm Diff
0.01,0.001,100,26,7.920000076293945,-0.3529999852180481
0.01,0.001,100,2,8.21500015258789,-0.38999998569488525
0.01,0.001,100,14,6.876999855041504,-1.1710000038146973
0.01,0.001,100,47,4.291999816894531,-0.5809999704360962
0.01,0.001,100,44,6.318999767303467,-0.9049999713897705
