Learning Rate,Regularisation Param,Iterations,Seed,Max/Min Activation,Noise L2 Norm Diff
0.001,0.1,1000,2,-5.486000061035156,4.364999771118164
0.001,0.1,1000,11,-6.104000091552734,4.747000217437744
0.001,0.1,1000,26,-5.939000129699707,4.520999908447266
0.001,0.1,1000,41,-7.98199987411499,4.043000221252441
0.001,0.1,1000,47,-7.025000095367432,4.642000198364258
