Learning Rate,Regularisation Param,Iterations,Seed,Max/Min Activation,Noise L2 Norm Diff
0.01,0.001,100,4,18.136999130249023,-1.7120000123977661
0.01,0.001,100,14,17.77899932861328,-1.6959999799728394
0.01,0.001,100,16,12.923999786376953,-0.9649999737739563
0.01,0.001,100,31,12.128000259399414,-1.215000033378601
0.01,0.001,100,44,11.991000175476074,-1.7899999618530273
